| 0001 | {{#icon:001}} | [[Bisasam]] | Bulbasaur | Bulbizarre | {{Ruby|フシギダネ|Fushigidane}} | {{Ruby|이상해씨|Isanghessi}} | {{Ruby|妙蛙種子 / 妙蛙种子|Miàowāzhǒngzǐ}} | {{#ic:Pflanze}}&nbsp;{{#ic:Gift}}
| 0105 | {{#icon:105}} | [[Knogga]] | Marowak | Ossatueur | {{Ruby|ガラガラ|Garagara}} | {{Ruby|텅구리|Teongguri}} | {{Ruby|嘎啦嘎啦 / 嘎啦嘎啦|Gālāgālā}} | {{#ic:Boden}}
| 0106 | {{#icon:106}} | [[Kicklee]] | Hitmonlee | Kicklee | {{Ruby|サワムラー|Sawamular}} | {{Ruby|시라소몬|Sirasomon}} | {{Ruby|飛腿郎 / 飞腿郎|Fēituǐláng}} | {{#ic:Kampf}}
| 0107 | {{#icon:107}} | [[Nockchan]] | Hitmonchan | Tygnon | {{Ruby|エビワラー|Ebiwalar}} | {{Ruby|홍수몬|Hongsoomon}} | {{Ruby|快拳郎 / 快拳郎|Kuàiquánláng}} | {{#ic:Kampf}}
| 0108 | {{#icon:108}} | [[Schlurp]] | Lickitung | Excelangue | {{Ruby|ベロリンガ|Beroringa}} | {{Ruby|내루미|Nerumi}} | {{Ruby|大舌頭 / 大舌头|Dàshétóu}} | {{#ic:Normal}}
| 0109 | {{#icon:109}} | [[Smogon]] | Koffing | Smogo | {{Ruby|ドガース|Dogars}} | {{Ruby|또가스|Ttogas}} | {{Ruby|瓦斯彈 / 瓦斯弹|Wǎsīdàn}} | {{#ic:Gift}}
| 0110 | {{#icon:110}} | [[Smogmog]] | Weezing | Smogogo | {{Ruby|マタドガス|Matadogas}} | {{Ruby|또도가스|Ttodogas}} | {{Ruby|雙彈瓦斯 / 双弹瓦斯|Shuāngdànwǎsī}} | {{#ic:Gift}}
| 0111 | {{#icon:111}} | [[Rihorn]] | Rhyhorn | Rhinocorne | {{Ruby|サイホーン|Sihorn}} | {{Ruby|뿔카노|Ppulkano}} | {{Ruby|獨角犀牛 / 独角犀牛|Dújiǎoxīniú}} | {{#ic:Boden}}&nbsp;{{#ic:Gestein}}
| 0112 | {{#icon:112}} | [[Rizeros]] | Rhydon | Rhinoféros | {{Ruby|サイドン|Sidon}} | {{Ruby|코뿌리|Koppuri}} | {{Ruby|鑽角犀獸 / 钻角犀兽|Zuānjiǎoxīshòu}} | {{#ic:Boden}}&nbsp;{{#ic:Gestein}}
| 0113 | {{#icon:113}} | [[Chaneira]] | Chansey | Leveinard | {{Ruby|ラッキー|Lucky}} | {{Ruby|럭키|Lucki}} | {{Ruby|吉利蛋 / 吉利蛋|Jílìdàn}} | {{#ic:Normal}}
| 0114 | {{#icon:114}} | [[Tangela]] | Tangela | Saquedeneu | {{Ruby|モンジャラ|Monjara}} | {{Ruby|덩쿠리|Deongkuri}} | {{Ruby|蔓藤怪 / 蔓藤怪|Mànténgguài}} | {{#ic:Pflanze}}
| 0115 | {{#icon:115}} | [[Kangama]] | Kangaskhan | Kangourex | {{Ruby|ガルーラ|Garura}} | {{Ruby|캥카|Kengka}} | {{Ruby|袋獸 / 袋兽|Dàishòu}} | {{#ic:Normal}}
| 0116 | {{#icon:116}} | [[Seeper]] | Horsea | Hypotrempe | {{Ruby|タッツー|Tattu}} | {{Ruby|쏘드라|Ssodra}} | {{Ruby|墨海馬 / 墨海马|Mòhǎimǎ}} | {{#ic:Wasser}}
| 0117 | {{#icon:117}} | [[Seemon]] | Seadra | Hypocéan | {{Ruby|シードラ|Seadra}} | {{Ruby|시드라|Seadra}} | {{Ruby|海刺龍 / 海刺龙|Hǎicìlóng}} | {{#ic:Wasser}}
| 0118 | {{#icon:118}} | [[Goldini]] | Goldeen | Poissirène | {{Ruby|トサキント|Tosakinto}} | {{Ruby|콘치|Konchi}} | {{Ruby|角金魚 / 角金鱼|Jiǎojīnyú}} | {{#ic:Wasser}}
| 0119 | {{#icon:119}} | [[Golking]] | Seaking | Poissoroy | {{Ruby|アズマオウ|Azumao}} | {{Ruby|왕콘치|Wangkonchi}} | {{Ruby|金魚王 / 金鱼王|Jīnyúwáng}} | {{#ic:Wasser}}
| 0120 | {{#icon:120}} | [[Sterndu]] | Staryu | Stari | {{Ruby|ヒトデマン|Hitodeman}} | {{Ruby|별가사리|Byulgasari}} | {{Ruby|海星星 / 海星星|Hǎixīngxīng}} | {{#ic:Wasser}}
| 0121 | {{#icon:121}} | [[Starmie]] | Starmie | Staross | {{Ruby|スターミー|Starmie}} | {{Ruby|아쿠스타|Akusta}} | {{Ruby|寶石海星 / 宝石海星|Bǎoshíhǎixīng}} | {{#ic:Wasser}}&nbsp;{{#ic:Psycho}}
| 0122 | {{#icon:122}} | [[Pantimos]] | Mr. Mime | M. Mime | {{Ruby|バリヤード|Barrierd}} | {{Ruby|마임맨|Maimman}} | {{Ruby|魔牆人偶 / 魔墙人偶|Móqiángrén'ǒu}} | {{#ic:Psycho}}&nbsp;{{#ic:Fee}}
| 0123 | {{#icon:123}} | [[Sichlor]] | Scyther | Insécateur | {{Ruby|ストライク|Strike}} | {{Ruby|스라크|Srak}} | {{Ruby|飛天螳螂 / 飞天螳螂|Fēitiāntángláng}} | {{#ic:Käfer}}&nbsp;{{#ic:Flug}}
| 0124 | {{#icon:124}} | [[Rossana]] | Jynx | Lippoutou | {{Ruby|ルージュラ|Rougela}} | {{Ruby|루주라|Rujura}} | {{Ruby|迷唇姐 / 迷唇姐|Míchúnjiě}} | {{#ic:Eis}}&nbsp;{{#ic:Psycho}}
| 0125 | {{#icon:125}} | [[Elektek]] | Electabuzz | Élektek | {{Ruby|エレブー|Eleboo}} | {{Ruby|에레브|Elev}} | {{Ruby|電擊獸 / 电击兽|Diànjīshòu}} | {{#ic:Elektro}}
| 0126 | {{#icon:126}} | [[Magmar]] | Magmar | Magmar | {{Ruby|ブーバー|Boober}} | {{Ruby|마그마|Magmar}} | {{Ruby|鴨嘴火獸 / 鸭嘴火兽|Yāzuǐhuǒshòu}} | {{#ic:Feuer}}
| 0127 | {{#icon:127}} | [[Pinsir]] | Pinsir | Scarabrute | {{Ruby|カイロス|Kailios}} | {{Ruby|쁘사이저|Ppeusaizeo}} | {{Ruby|凱羅斯 / 凯罗斯|Kǎiluósī}} | {{#ic:Käfer}}
| 0128 | {{#icon:128}} | [[Tauros]] | Tauros | Tauros | {{Ruby|ケンタロス|Kentauros}} | {{Ruby|켄타로스|Kentaros}} | {{Ruby|肯泰羅 / 肯泰罗|Kěntàiluó}} | {{#ic:Normal}}
| 0129 | {{#icon:129}} | [[Karpador]] | Magikarp | Magicarpe | {{Ruby|コイキング|Koiking}} | {{Ruby|잉어킹|Ingeoking}} | {{Ruby|鯉魚王 / 鲤鱼王|Lǐyúwáng}} | {{#ic:Wasser}}
| 0130 | {{#icon:130}} | [[Garados]] | Gyarados | Léviator | {{Ruby|ギャラドス|Gyarados}} | {{Ruby|갸라도스|Gyarados}} | {{Ruby|暴鯉龍 / 暴鲤龙|Bàolǐlóng}} | {{#ic:Wasser}}&nbsp;{{#ic:Flug}}
| 0131 | {{#icon:131}} | [[Lapras]] | Lapras | Lokhlass | {{Ruby|ラプラス|Laplace}} | {{Ruby|라프라스|Lapras}} | {{Ruby|拉普拉斯 / 拉普拉斯|Lāpǔlāsī}} | {{#ic:Wasser}}&nbsp;{{#ic:Eis}}
| 0132 | {{#icon:132}} | [[Ditto]] | Ditto | Métamorph | {{Ruby|メタモン|Metamon}} | {{Ruby|메타몽|Metamong}} | {{Ruby|百變怪 / 百变怪|Bǎibiànguài}} | {{#ic:Normal}}
| 0133 | {{#icon:133}} | [[Evoli]] | Eevee | Évoli | {{Ruby|イーブイ|Eievui}} | {{Ruby|이브이|Eevee}} | {{Ruby|伊布 / 伊布|Yībù}} | {{#ic:Normal}}
| 0134 | {{#icon:134}} | [[Aquana]] | Vaporeon | Aquali | {{Ruby|シャワーズ|Showers}} | {{Ruby|샤미드|Shamid}} | {{Ruby|水伊布 / 水伊布|Shuǐyībù}} | {{#ic:Wasser}}
| 0135 | {{#icon:135}} | [[Blitza]] | Jolteon | Voltali | {{Ruby|サンダース|Thunders}} | {{Ruby|쥬피썬더|Jupithunder}} | {{Ruby|雷伊布 / 雷伊布|Léiyībù}} | {{#ic:Elektro}}
| 0136 | {{#icon:136}} | [[Flamara]] | Flareon | Pyroli | {{Ruby|ブースター|Booster}} | {{Ruby|부스터|Booster}} | {{Ruby|火伊布 / 火伊布|Huǒyībù}} | {{#ic:Feuer}}
| 0137 | {{#icon:137}} | [[Porygon]] | Porygon | Porygon | {{Ruby|ポリゴン|Porygon}} | {{Ruby|폴리곤|Porygon}} | {{Ruby|多邊獸 / 多边兽|Duōbiānshòu}} | {{#ic:Normal}}
| 0138 | {{#icon:138}} | [[Amonitas]] | Omanyte | Amonita | {{Ruby|オムナイト|Omnite}} | {{Ruby|암나이트|Amnait}} | {{Ruby|菊石獸 / 菊石兽|Júshíshòu}} | {{#ic:Gestein}}&nbsp;{{#ic:Wasser}}
| 0139 | {{#icon:139}} | [[Amoroso]] | Omastar | Amonistar | {{Ruby|オムスター|Omstar}} | {{Ruby|암스타|Amsta}} | {{Ruby|多刺菊石獸 / 多刺菊石兽|Duōcìjúshíshòu}} | {{#ic:Gestein}}&nbsp;{{#ic:Wasser}}
| 0140 | {{#icon:140}} | [[Kabuto]] | Kabuto | Kabuto | {{Ruby|カブト|Kabuto}} | {{Ruby|투구|Toogu}} | {{Ruby|化石盔 / 化石盔|Huàshíkuī}} | {{#ic:Gestein}}&nbsp;{{#ic:Wasser}}
| 0141 | {{#icon:141}} | [[Kabutops]] | Kabutops | Kabutops | {{Ruby|カブトプス|Kabutops}} | {{Ruby|투구푸스|Tooguphus}} | {{Ruby|鐮刀盔 / 镰刀盔|Liándāokuī}} | {{#ic:Gestein}}&nbsp;{{#ic:Wasser}}
| 0142 | {{#icon:142}} | [[Aerodactyl]] | Aerodactyl | Ptéra | {{Ruby|プテラ|Ptera}} | {{Ruby|프테라|Ptera}} | {{Ruby|化石翼龍 / 化石翼龙|Huàshíyìlóng}} | {{#ic:Gestein}}&nbsp;{{#ic:Flug}}
| 0143 | {{#icon:143}} | [[Relaxo]] | Snorlax | Ronflex | {{Ruby|カビゴン|Kabigon}} | {{Ruby|잠만보|Jammanbo}} | {{Ruby|卡比獸 / 卡比兽|Kǎbǐshòu}} | {{#ic:Normal}}
| 0144 | {{#icon:144}} | [[Arktos]] | Articuno | Artikodin | {{Ruby|フリーザー|Freezer}} | {{Ruby|프리져|Freeser}} | {{Ruby|急凍鳥 / 急冻鸟|Jídòngniǎo}} | {{#ic:Eis}}&nbsp;{{#ic:Flug}}
| 0145 | {{#icon:145}} | [[Zapdos]] | Zapdos | Électhor | {{Ruby|サンダー|Thunder}} | {{Ruby|썬더|Sunder}} | {{Ruby|閃電鳥 / 闪电鸟|Shǎndiànniǎo}} | {{#ic:Elektro}}&nbsp;{{#ic:Flug}}
| 0146 | {{#icon:146}} | [[Lavados]] | Moltres | Sulfura | {{Ruby|ファイヤー|Fire}} | {{Ruby|파이어|Faier}} | {{Ruby|火焰鳥 / 火焰鸟|Huǒyànniǎo}} | {{#ic:Feuer}}&nbsp;{{#ic:Flug}}
| 0147 | {{#icon:147}} | [[Dratini]] | Dratini | Minidraco | {{Ruby|ミニリュウ|Miniryu}} | {{Ruby|미뇽|Minyong}} | {{Ruby|迷你龍 / 迷你龙|Mínǐlóng}} | {{#ic:Drache}}
| 0148 | {{#icon:148}} | [[Dragonir]] | Dragonair | Draco | {{Ruby|ハクリュー|Hakuryu}} | {{Ruby|신뇽|Sinnyong}} | {{Ruby|哈克龍 / 哈克龙|Hākèlóng}} | {{#ic:Drache}}
| 0149 | {{#icon:149}} | [[Dragoran]] | Dragonite | Dracolosse | {{Ruby|カイリュー|Kairyu}} | {{Ruby|망나뇽|Mangnanyong}} | {{Ruby|快龍 / 快龙|Kuàilóng}} | {{#ic:Drache}}&nbsp;{{#ic:Flug}}
| 0150 | {{#icon:150}} | [[Mewtu]] | Mewtwo | Mewtwo | {{Ruby|ミュウツー|Mewtwo}} | {{Ruby|뮤츠|Mewtwo}} | {{Ruby|超夢 / 超梦|Chāomèng}} | {{#ic:Psycho}}
| 0151 | {{#icon:151}} | [[Mew]] | Mew | Mew | {{Ruby|ミュウ|Mew}} | {{Ruby|뮤|Mew}} | {{Ruby|夢幻 / 梦幻|Mènghuàn}} | {{#ic:Psycho}}
| 0152 | {{#icon:152}} | [[Endivie]] | Chikorita | Germignon | {{Ruby|チコリータ|Chikorita}} | {{Ruby|치코리타|Chikorita}} | {{Ruby|菊草葉 / 菊草叶|Júcǎoyè}} | {{#ic:Pflanze}}
| 0153 | {{#icon:153}} | [[Lorblatt]] | Bayleef | Macronium | {{Ruby|ベイリーフ|Bayleaf}} | {{Ruby|베이리프|Bayleef}} | {{Ruby|月桂葉 / 月桂叶|Yuèguìyè}} | {{#ic:Pflanze}}
| 0154 | {{#icon:154}} | [[Meganie]] | Meganium | Méganium | {{Ruby|メガニウム|Meganium}} | {{Ruby|메가니움|Meganium}} | {{Ruby|大竺葵 / 大竺葵|Dàzhúkuí}} | {{#ic:Pflanze}}
| 0155 | {{#icon:155}} | [[Feurigel]] | Cyndaquil | Héricendre | {{Ruby|ヒノアラシ|Hinoarashi}} | {{Ruby|브케인|Beukein}} | {{Ruby|火球鼠 / 火球鼠|Huǒqiúshǔ}} | {{#ic:Feuer}}
| 0156 | {{#icon:156}} | [[Igelavar]] | Quilava | Feurisson | {{Ruby|マグマラシ|Magmarashi}} | {{Ruby|마그케인|Mageukein}} | {{Ruby|火岩鼠 / 火岩鼠|Huǒyánshǔ}} | {{#ic:Feuer}}
| 0157 | {{#icon:157}} | [[Tornupto]] | Typhlosion | Typhlosion | {{Ruby|バクフーン|Bakphoon}} | {{Ruby|블레이범|Bleibeom}} | {{Ruby|火爆獸 / 火暴兽|Huǒbàoshòu}} | {{#ic:Feuer}}
| 0158 | {{#icon:158}} | [[Karnimani]] | Totodile | Kaiminus | {{Ruby|ワニノコ|Waninoko}} | {{Ruby|리아코|Liako}} | {{Ruby|小鋸鱷 / 小锯鳄|Xiǎojù'è}} | {{#ic:Wasser}}
| 0159 | {{#icon:159}} | [[Tyracroc]] | Croconaw | Crocrodil | {{Ruby|アリゲイツ|Alligates}} | {{Ruby|엘리게이|Elligei}} | {{Ruby|藍鱷 / 蓝鳄|Lán'è}} | {{#ic:Wasser}}
| 0160 | {{#icon:160}} | [[Impergator]] | Feraligatr | Aligatueur | {{Ruby|オーダイル|Ordile}} | {{Ruby|장크로다일|Jangkrodail}} | {{Ruby|大力鱷 / 大力鳄|Dàlì'è}} | {{#ic:Wasser}}
| 0161 | {{#icon:161}} | [[Wiesor]] | Sentret | Fouinette | {{Ruby|オタチ|Otachi}} | {{Ruby|꼬리선|Kkoriseon}} | {{Ruby|尾立 / 尾立|Wěilì}} | {{#ic:Normal}}
| 0162 | {{#icon:162}} | [[Wiesenior]] | Furret | Fouinar | {{Ruby|オオタチ|Ootachi}} | {{Ruby|다꼬리|Dakkori}} | {{Ruby|大尾立 / 大尾立|Dàwěilì}} | {{#ic:Normal}}
| 0163 | {{#icon:163}} | [[Hoothoot]] | Hoothoot | Hoothoot | {{Ruby|ホーホー|Hoho}} | {{Ruby|부우부|Buubu}} | {{Ruby|咕咕 / 咕咕|Gūgū}} | {{#ic:Normal}}&nbsp;{{#ic:Flug}}
| 0164 | {{#icon:164}} | [[Noctuh]] | Noctowl | Noarfang | {{Ruby|ヨルノズク|Yorunozuku}} | {{Ruby|야부엉|Yabueong}} | {{Ruby|貓頭夜鷹 / 猫头夜鹰|Māotóuyèyīng}} | {{#ic:Normal}}&nbsp;{{#ic:Flug}}
| 0165 | {{#icon:165}} | [[Ledyba]] | Ledyba | Coxy | {{Ruby|レディバ|Rediba}} | {{Ruby|레디바|Ledyba}} | {{Ruby|芭瓢蟲 / 芭瓢虫|Bāpiáochóng}} | {{#ic:Käfer}}&nbsp;{{#ic:Flug}}
| 0166 | {{#icon:166}} | [[Ledian]] | Ledian | Coxyclaque | {{Ruby|レディアン|Redian}} | {{Ruby|레디안|Ledian}} | {{Ruby|安瓢蟲 / 安瓢虫|Ānpiáochóng}} | {{#ic:Käfer}}&nbsp;{{#ic:Flug}}
| 0167 | {{#icon:167}} | [[Webarak]] | Spinarak | Mimigal | {{Ruby|イトマル|Itomaru}} | {{Ruby|페이검|Peigeom}} | {{Ruby|圓絲蛛 / 圆丝蛛|Yuánsīzhū}} | {{#ic:Käfer}}&nbsp;{{#ic:Gift}}
| 0168 | {{#icon:168}} | [[Ariados]] | Ariados | Migalos | {{Ruby|アリアドス|Ariados}} | {{Ruby|아리아도스|Ariados}} | {{Ruby|阿利多斯 / 阿利多斯|Ālìduōsī}} | {{#ic:Käfer}}&nbsp;{{#ic:Gift}}
| 0169 | {{#icon:169}} | [[Iksbat]] | Crobat | Nostenfer | {{Ruby|クロバット|Crobat}} | {{Ruby|크로뱃|Crobat}} | {{Ruby|叉字蝠 / 叉字蝠|Chāzìfú}} | {{#ic:Gift}}&nbsp;{{#ic:Flug}}
| 0170 | {{#icon:170}} | [[Lampi]] | Chinchou | Loupio | {{Ruby|チョンチー|Chonchie}} | {{Ruby|초라기|Choragi}} | {{Ruby|燈籠魚 / 灯笼鱼|Dēnglóngyú}} | {{#ic:Wasser}}&nbsp;{{#ic:Elektro}}
| 0171 | {{#icon:171}} | [[Lanturn]] | Lanturn | Lanturn | {{Ruby|ランターン|Lantern}} | {{Ruby|랜턴|Lanturn}} | {{Ruby|電燈怪 / 电灯怪|Diàndēngguài}} | {{#ic:Wasser}}&nbsp;{{#ic:Elektro}}
| 0172 | {{#icon:172}} | [[Pichu]] | Pichu | Pichu | {{Ruby|ピチュー|Pichu}} | {{Ruby|피츄|Pichu}} | {{Ruby|皮丘 / 皮丘|Píqiū}} | {{#ic:Elektro}}
| 0173 | {{#icon:173}} | [[Pii]] | Cleffa | Mélo | {{Ruby|ピィ|Py}} | {{Ruby|삐|Ppi}} | {{Ruby|皮寶寶 / 皮宝宝|Píbǎobǎo}} | {{#ic:Fee}}
| 0174 | {{#icon:174}} | [[Fluffeluff]] | Igglybuff | Toudoudou | {{Ruby|ププリン|Pupurin}} | {{Ruby|푸푸린|Pupurin}} | {{Ruby|寶寶丁 / 宝宝丁|Bǎobǎodīng}} | {{#ic:Normal}}&nbsp;{{#ic:Fee}}
| 0175 | {{#icon:175}} | [[Togepi]] | Togepi | Togepi | {{Ruby|トゲピー|Togepy}} | {{Ruby|토게피|Togepi}} | {{Ruby|波克比 / 波克比|Bōkèbĭ}} | {{#ic:Fee}}
| 0176 | {{#icon:176}} | [[Togetic]] | Togetic | Togetic | {{Ruby|トゲチック|Togechick}} | {{Ruby|토게틱|Togetic}} | {{Ruby|波克基古 / 波克基古|Bōkèjīgŭ}} | {{#ic:Fee}}&nbsp;{{#ic:Flug}}
| 0177 | {{#icon:177}} | [[Natu]] | Natu | Natu | {{Ruby|ネイティ|Naty}} | {{Ruby|네이티|Neiti}} | {{Ruby|天然雀 / 天然雀|Tiānránquè}} | {{#ic:Psycho}}&nbsp;{{#ic:Flug}}
| 0178 | {{#icon:178}} | [[Xatu]] | Xatu | Xatu | {{Ruby|ネイティオ|Natio}} | {{Ruby|네이티오|Neitio}} | {{Ruby|天然鳥 / 天然鸟|Tiānránniǎo}} | {{#ic:Psycho}}&nbsp;{{#ic:Flug}}
| 0179 | {{#icon:179}} | [[Voltilamm]] | Mareep | Wattouat | {{Ruby|メリープ|Merriep}} | {{Ruby|메리프|Meleep}} | {{Ruby|咩利羊 / 咩利羊|Miēlìyáng}} | {{#ic:Elektro}}
| 0180 | {{#icon:180}} | [[Waaty]] | Flaaffy | Lainergie | {{Ruby|モココ|Mokoko}} | {{Ruby|보송송|Bosongsong}} | {{Ruby|茸茸羊 / 茸茸羊|Róngróngyáng}} | {{#ic:Elektro}}
| 0181 | {{#icon:181}} | [[Ampharos]] | Ampharos | Pharamp | {{Ruby|デンリュウ|Denryu}} | {{Ruby|전룡|Jeonryong}} | {{Ruby|電龍 / 电龙|Diànlóng}} | {{#ic:Elektro}}
| 0182 | {{#icon:182}} | [[Blubella]] | Bellossom | Joliflor | {{Ruby|キレイハナ|Kireihana}} | {{Ruby|아르코|Areuko}} | {{Ruby|美麗花 / 美丽花|Měilìhuā}} | {{#ic:Pflanze}}
| 0183 | {{#icon:183}} | [[Marill]] | Marill | Marill | {{Ruby|マリル|Maril}} | {{Ruby|마릴|Marill}} | {{Ruby|瑪力露 / 玛力露|Mǎlìlù}} | {{#ic:Wasser}}&nbsp;{{#ic:Fee}}
| 0184 | {{#icon:184}} | [[Azumarill]] | Azumarill | Azumarill | {{Ruby|マリルリ|Marilli}} | {{Ruby|마릴리|Marilly}} | {{Ruby|瑪力露麗 / 玛力露丽|Mǎlìlùlí}} | {{#ic:Wasser}}&nbsp;{{#ic:Fee}}
| 0185 | {{#icon:185}} | [[Mogelbaum]] | Sudowoodo | Simularbre | {{Ruby|ウソッキー|Usokkie}} | {{Ruby|꼬지모|Kkojimo}} | {{Ruby|樹才怪 / 树才怪|Shùcáiguài}} | {{#ic:Gestein}}
| 0186 | {{#icon:186}} | [[Quaxo]] | Politoed | Tarpaud | {{Ruby|ニョロトノ|Nyorotono}} | {{Ruby|왕구리|Wangguri}} | {{Ruby|蚊香蛙皇 / 蚊香蛙皇|Wénxiāngwāhuáng}} | {{#ic:Wasser}}
| 0187 | {{#icon:187}} | [[Hoppspross]] | Hoppip | Granivol | {{Ruby|ハネッコ|Hanecco}} | {{Ruby|통통코|Tongtongko}} | {{Ruby|毽子草 / 毽子草|Jiànzǐcǎo}} | {{#ic:Pflanze}}&nbsp;{{#ic:Flug}}
| 0188 | {{#icon:188}} | [[Hubelupf]] | Skiploom | Floravol | {{Ruby|ポポッコ|Popocco}} | {{Ruby|두코|Duko}} | {{Ruby|毽子花 / 毽子花|Jiànzǐhuā}} | {{#ic:Pflanze}}&nbsp;{{#ic:Flug}}
| 0189 | {{#icon:189}} | [[Papungha]] | Jumpluff | Cotovol | {{Ruby|ワタッコ|Watacco}} | {{Ruby|솜솜코|Somsomko}} | {{Ruby|毽子棉 / 毽子棉|Jiànzǐmián}} | {{#ic:Pflanze}}&nbsp;{{#ic:Flug}}
| 0190 | {{#icon:190}} | [[Griffel]] | Aipom | Capumain | {{Ruby|エイパム|Eipam}} | {{Ruby|에이팜|Eipam}} | {{Ruby|長尾怪手 / 长尾怪手|Chángwěiguàishǒu}} | {{#ic:Normal}}
| 0191 | {{#icon:191}} | [[Sonnkern]] | Sunkern | Tournegrin | {{Ruby|ヒマナッツ|Himanuts}} | {{Ruby|해너츠|Haenuts}} | {{Ruby|向日種子 / 向日种子|Xiàngrìzhǒngzǐ}} | {{#ic:Pflanze}}
| 0192 | {{#icon:192}} | [[Sonnflora]] | Sunflora | Héliatronc | {{Ruby|キマワリ|Kimawari}} | {{Ruby|해루미|Haerumi}} | {{Ruby|向日花怪 / 向日花怪|Xiàngrìhuāguài}} | {{#ic:Pflanze}}
| 0193 | {{#icon:193}} | [[Yanma]] | Yanma | Yanma | {{Ruby|ヤンヤンマ|Yanyanma}} | {{Ruby|왕자리|Wangjari}} | {{Ruby|蜻蜻蜓 / 蜻蜻蜓|Qīngqīngtíng}} | {{#ic:Käfer}}&nbsp;{{#ic:Flug}}
| 0194 | {{#icon:194}} | [[Felino]] | Wooper | Axoloto | {{Ruby|ウパー|Upah}} | {{Ruby|우파|Woopa}} | {{Ruby|烏波 / 乌波|Wūbō}} | {{#ic:Wasser}}&nbsp;{{#ic:Boden}}
| 0195 | {{#icon:195}} | [[Morlord]] | Quagsire | Maraiste | {{Ruby|ヌオー|Nuoh}} | {{Ruby|누오|Nuo}} | {{Ruby|沼王 / 沼王|Zhǎowáng}} | {{#ic:Wasser}}&nbsp;{{#ic:Boden}}
| 0196 | {{#icon:196}} | [[Psiana]] | Espeon | Mentali | {{Ruby|エーフィ|Eifie}} | {{Ruby|에브이|Ebeui}} | {{Ruby|太陽伊布 / 太阳伊布|Tàiyángyībù}} | {{#ic:Psycho}}
| 0197 | {{#icon:197}} | [[Nachtara]] | Umbreon | Noctali | {{Ruby|ブラッキー|Bracky}} | {{Ruby|블래키|Blacky}} | {{Ruby|月亮伊布 / 月亮伊布|Yuèliàngyībù}} | {{#ic:Unlicht}}
| 0198 | {{#icon:198}} | [[Kramurx]] | Murkrow | Cornèbre | {{Ruby|ヤミカラス|Yamikarasu}} | {{Ruby|니로우|Nirou}} | {{Ruby|黑暗鴉 / 黑暗鸦|Hēi'ànyā}} | {{#ic:Unlicht}}&nbsp;{{#ic:Flug}}
| 0199 | {{#icon:199}} | [[Laschoking]] | Slowking | Roigada | {{Ruby|ヤドキング|Yadoking}} | {{Ruby|야도킹|Yadoking}} | {{Ruby|呆呆王 / 呆呆王|Dāidāiwáng}} | {{#ic:Wasser}}&nbsp;{{#ic:Psycho}}
| 0200 | {{#icon:200}} | [[Traunfugil]] | Misdreavus | Feuforêve | {{Ruby|ムウマ|Muma}} | {{Ruby|무우마|Muuma}} | {{Ruby|夢妖 / 梦妖|Mèngyāo}} | {{#ic:Geist}}
| 0201 | {{#icon:201}} | [[Icognito]] | Unown | Zarbi | {{Ruby|アンノーン|Unknown}} | {{Ruby|안농|Annown}} | {{Ruby|未知圖騰 / 未知图腾|Wèizhītúténg}} | {{#ic:Psycho}}
| 0202 | {{#icon:202}} | [[Woingenau]] | Wobbuffet | Qulbutoké | {{Ruby|ソーナンス|Sonans}} | {{Ruby|마자용|Mazayong}} | {{Ruby|果然翁 / 果然翁|Guǒránwēng}} | {{#ic:Psycho}}
| 0203 | {{#icon:203}} | [[Girafarig]] | Girafarig | Girafarig | {{Ruby|キリンリキ|Kirinriki}} | {{Ruby|키링키|Kilingki}} | {{Ruby|麒麟奇 / 麒麟奇|Qílínqí}} | {{#ic:Normal}}&nbsp;{{#ic:Psycho}}
| 0204 | {{#icon:204}} | [[Tannza]] | Pineco | Pomdepik | {{Ruby|クヌギダマ|Kunugidama}} | {{Ruby|피콘|Pikon}} | {{Ruby|榛果球 / 榛果球|Zhēnguǒqiú}} | {{#ic:Käfer}}
| 0205 | {{#icon:205}} | [[Forstellka]] | Forretress | Foretress | {{Ruby|フォレトス|Foretos}} | {{Ruby|쏘콘|Ssokon}} | {{Ruby|佛烈托斯 / 佛烈托斯|Fóliètuōsī}} | {{#ic:Käfer}}&nbsp;{{#ic:Stahl}}
| 0206 | {{#icon:206}} | [[Dummisel]] | Dunsparce | Insolourdo | {{Ruby|ノコッチ|Nokocchi}} | {{Ruby|노고치|Nogochi}} | {{Ruby|土龍弟弟 / 土龙弟弟|Tǔlóngdìdì}} | {{#ic:Normal}}
| 0207 | {{#icon:207}} | [[Skorgla]] | Gligar | Scorplane | {{Ruby|グライガー|Gliger}} | {{Ruby|글라이거|Glaiger}} | {{Ruby|天蠍 / 天蝎|Tiānxiē}} | {{#ic:Boden}}&nbsp;{{#ic:Flug}}
| 0208 | {{#icon:208}} | [[Stahlos]] | Steelix | Steelix | {{Ruby|ハガネール|Haganeil}} | {{Ruby|강철톤|Gangcheolton}} | {{Ruby|大鋼蛇 / 大钢蛇|Dàgāngshé}} | {{#ic:Stahl}}&nbsp;{{#ic:Boden}}
| 0209 | {{#icon:209}} | [[Snubbull]] | Snubbull | Snubbull | {{Ruby|ブルー|Bulu}} | {{Ruby|블루|Bullu}} | {{Ruby|布魯 / 布鲁|Bùlǔ}} | {{#ic:Fee}}
